Color,Magnitude
-9.028138023481417918e-01,2.569555343751360255e+01
1.253127682082997296e-01,2.501626729559610496e+01
2.770666038106668339e-01,2.495878592386727490e+01
-1.545050719394396310e-01,2.525578745474965103e+01
8.691934896419724055e-01,2.444672923212139892e+01
-5.480095154303263882e-01,2.531749392584941560e+01
7.927453708962310941e-01,2.534434492608047407e+01
-1.026324362468322704e-01,2.550556316362619569e+01
-1.070118879043242544e-01,2.536754156668973792e+01
2.111450848797638002e-01,2.547751354981461347e+01
-3.811309268569829101e-02,2.537131291706045744e+01
1.085046142763914645e+00,2.504663608023455623e+01
-9.795620553007822195e-02,2.550240547815182524e+01
-8.436080451161203086e-01,2.556526247768816518e+01
4.746246986189674999e-01,2.502049394624169310e+01
-6.921170675915391257e-01,2.533027036781456687e+01
-2.260003949556192993e-01,2.524186505300797023e+01
1.724121256509221212e-01,2.539751728080150883e+01
-1.016682540903701693e-03,2.559190001615361254e+01
-6.768692120672064050e-01,2.566217515850944508e+01
9.687837840681012835e-02,2.542853980071870978e+01
-7.641230205137681253e-01,2.580933365438929883e+01
-4.230164895885835108e-01,2.538955059077311205e+01
8.237328373071157728e-01,2.480223869113256896e+01
-4.002620042945146395e-01,2.548494940783558960e+01
-7.839756000510789136e-02,2.526208565904437364e+01
-2.305008524877827369e-01,2.530475363233625075e+01
-8.866364813799521016e-02,2.528860630783643870e+01
-3.605054500417281815e-01,2.549793951347093923e+01
5.211255282513000964e-01,2.510416312562386310e+01
-1.653954406429889445e-01,2.564124463578702517e+01
5.630840283447646755e-01,2.540648300273149474e+01
1.209576225896142887e-01,2.549268748573351218e+01
-5.108975506884689821e-01,2.538537257925490209e+01
1.935922459255223771e-01,2.508367288309762699e+01
-6.706909951626585098e-01,2.542257196811467423e+01
9.919992788173814802e-02,2.449819019456876390e+01
3.734897364954292698e-02,2.554680553019891676e+01
3.034336579474938844e-03,2.516290459985146910e+01
1.026113384598531297e+00,2.460101948605077382e+01
-2.712199833420960715e-01,2.543584463834774212e+01
-2.009291829313966105e-01,2.537907346502667849e+01
-4.817382068772566583e-01,2.574303537242906259e+01
-9.304814371110694537e-01,2.573258458280299976e+01
-3.816145416056606621e-01,2.574521076800731834e+01
3.310925515992089174e-01,2.527032575437786832e+01
-3.418248237367542686e-01,2.535501477808376336e+01
2.712919372500266491e-02,2.520258621567840152e+01
2.059074983062743058e-01,2.521490231309983443e+01
-2.328218324158406460e-01,2.574544244078975908e+01
-1.192947117676474988e-01,2.555700769855987886e+01
4.156364694594252285e-01,2.530546818719002999e+01
-4.784492183415309796e-01,2.541902703429444799e+01
2.797635323565117460e-02,2.525915896888275824e+01
-5.562633440805093699e-01,2.529670055130404549e+01
-5.839707401093470196e-01,2.553471569910544758e+01
-1.097993395219489798e-01,2.555001671469118918e+01
-6.115425414143516036e-01,2.560399534618299811e+01
-4.265201415153860864e-01,2.548582484687294070e+01
-2.953903563962683165e-01,2.508810557232537519e+01
-3.394585020367912875e-02,2.515386886778743047e+01
-6.052003035908164463e-01,2.546640803194187441e+01
-3.706161020649005877e-01,2.534650296886120557e+01
3.973425463535562585e-01,2.511449274109938301e+01
-6.423343381157167187e-01,2.500183472082232328e+01
-2.559664048946928006e-01,2.557845390675174002e+01
4.751262437607159939e-01,2.527752284698666330e+01
1.293466793957485095e-01,2.522273025821396786e+01
2.704998911976730369e-01,2.493441624343768481e+01
4.844084477564614133e-01,2.459565151719858989e+01
-2.021528752801451390e-01,2.552785746223465679e+01
-9.677380798546728613e-01,2.545830945621247920e+01
-6.796866556524143732e-01,2.554645640028154219e+01
-3.796450999924481096e-01,2.558652259055488898e+01
1.377769013976646306e-01,2.477162264395156299e+01
-1.428707263682973405e-01,2.547010734551998468e+01
2.068711655844168718e-02,2.556008205074074624e+01
-5.316363913818875631e-01,2.551848277133140641e+01
-2.500422042894037133e-01,2.486842815740228829e+01
-3.807060662754686575e-01,2.565647051520469901e+01
-4.256477478330467079e-02,2.532719120510937927e+01
-3.790145467528205359e-01,2.571556016923140220e+01
1.251113454532131186e-01,2.489416107424214886e+01
1.744418329474264340e-01,2.524926690036018329e+01
1.115183435049441840e+00,2.491490141285403936e+01
-3.805640614944643119e-01,2.552704722078916078e+01
-5.293752071137340920e-01,2.540383919465544338e+01
-1.895196191722909873e-01,2.518955813367248453e+01
-5.730982249208338430e-01,2.539028022632887627e+01
-1.477491668160837435e-01,2.569698116234081908e+01
3.738645535054558877e-01,2.538613118489158182e+01
2.813741785097612080e-01,2.518625248509544079e+01
-4.935848062192853547e-01,2.555206458936283198e+01
-1.376752788385076087e-01,2.510128323867968447e+01
3.921364844172892106e-01,2.521834134967838281e+01
4.819316900107111223e-01,2.537993556967330022e+01
-2.388843292479130298e-01,2.513377935785690553e+01
-5.520043526681135404e-01,2.594724536266621229e+01
1.286098759750906595e-01,2.532803308211425630e+01
6.940599985728823640e-02,2.529542431072373176e+01
-1.789824445018730614e-01,2.550904502256397777e+01
-2.644118600491189852e-01,2.509360961965542813e+01
-7.994962189029308774e-02,2.543110517113316504e+01
5.887138386960195646e-01,2.517616885018887274e+01
1.179655280908029624e-01,2.512182271798245381e+01
-2.352120000998603189e-01,2.557699249205049341e+01
2.284314071485127329e-02,2.531082300725041989e+01
-4.729726440214996330e-01,2.592591372953174300e+01
7.479897046320047593e-01,2.473128138765890682e+01
-7.399773134153520004e-04,2.540948565760226785e+01
-2.428932733124398169e-01,2.530238304532455018e+01
-2.382320651679421530e-01,2.515940945398060435e+01
1.180492228078549033e-01,2.525585341866101885e+01
3.913754745642705757e-01,2.526660168407023832e+01
-9.873245648962125642e-02,2.548260273993139435e+01
-7.326669836380617085e-02,2.545970318956168299e+01
1.727535620803628547e-01,2.493249316585291453e+01
-1.142618468318058689e+00,2.580454472206536565e+01
6.366421544890457085e-01,2.520532837358642198e+01
-2.373407531489135636e-01,2.552891494571864683e+01
6.584270510950744892e-01,2.497422472546236349e+01
-8.010680502809890413e-01,2.560653108848175563e+01
-1.168343759048759978e-01,2.553686800784763733e+01
-2.656213700620035922e-01,2.515016503185650976e+01
7.890025505536257810e-02,2.555163078728213932e+01
-8.547686112092840460e-01,2.602478129263591811e+01
-6.988148684227155627e-01,2.557950618259057762e+01
5.086737533585150572e-02,2.538320223405382237e+01
5.856519390622629828e-01,2.505197863064891450e+01
2.534143168129716628e-01,2.534375404210889826e+01
-1.239925986293144433e-02,2.545451332804201883e+01
1.756256587192694951e-03,2.573801127413864975e+01
3.668773695047491401e-01,2.502420732721887475e+01
1.801313462349689587e-01,2.509879961145111338e+01
3.376329633010612952e-01,2.499888070393053852e+01
5.322510875408319464e-01,2.507474116901217087e+01
4.807225392322997948e-01,2.493028856112648839e+01
-2.658453380933600840e-01,2.545861710136405165e+01
3.540094573125429633e-01,2.550484787442729129e+01
-9.829702375157403083e-01,2.546791183219880494e+01
1.290596990695505042e-01,2.541668764549878645e+01
-1.005293110100918597e+00,2.603134062153521811e+01
-1.302141654233786028e-01,2.558647827585437184e+01
-1.494716395596284997e-01,2.547217134208214873e+01
3.369926390332729227e-01,2.524205222547546157e+01
2.351202564166179343e-01,2.542465714281116007e+01
-3.782615965706490613e-01,2.545701144623888723e+01
3.127240887406159686e-01,2.513878875026567528e+01
-1.372132194700238728e+00,2.615611747273791110e+01
5.972375999538783731e-01,2.481144485957211288e+01
-3.452466291102318507e-01,2.568142374114863102e+01
-5.803297729182546050e-01,2.530879206713753860e+01
2.037715463641163183e-01,2.548459108200056633e+01
-1.647325520725217984e-02,2.541037773445031434e+01
1.590516735018496775e-01,2.524965138316922264e+01
-5.999815655397355840e-02,2.574823148960469865e+01
-3.819648280557075282e-02,2.521895971209118770e+01
-1.015089732302776326e-01,2.501876580361659919e+01
1.977251571502556260e-01,2.581110356023515706e+01
-9.051882425874246962e-01,2.540409447924453090e+01
-6.141963240536796320e-02,2.509915332790682641e+01
1.014283321491937784e-01,2.502892119552027594e+01
-3.764947286934621218e-01,2.517216371649634610e+01
2.231979188719215301e-01,2.515198579403310575e+01
-1.381704752092609567e-01,2.545623917846758033e+01
-9.173195579769810593e-03,2.538572911336424198e+01
-4.405612055296153073e-01,2.480443899871378832e+01
-6.736088282950376538e-01,2.559909989446900269e+01
7.354428943532660412e-01,2.481073188600719703e+01
-6.255053118973066262e-01,2.573667214247685209e+01
9.791483608025686181e-02,2.497356818253600608e+01
7.938192268265709117e-02,2.529270545623258926e+01
-1.223037634497252668e-01,2.564581576656177120e+01
8.420986369365834889e-02,2.525430570031382516e+01
-5.978043304573894545e-01,2.566134022499069189e+01
7.449213897892548175e-03,2.532789380671288626e+01
-8.200301475822016073e-01,2.569926147782744152e+01
-2.454254456059850042e-01,2.541514045628242968e+01
-9.966329772401749665e-02,2.520450616926990151e+01
2.055844939885851375e-01,2.525850192327822796e+01
1.190888894642192497e-01,2.544670707801468978e+01
-6.718812984170341451e-01,2.556967852361936622e+01
-2.961080609676969289e-01,2.535938270713038634e+01
-1.165420868160076395e-01,2.523101580681903755e+01
-4.516509627983680275e-01,2.543936683745252836e+01
7.499722329152547218e-02,2.519944706509355825e+01
3.463647676180023893e-01,2.515310464958991687e+01
5.033992281955690373e-02,2.534209918240896542e+01
-6.554032702403134181e-02,2.550817667382958120e+01
-5.956597821572060525e-01,2.607892881934183649e+01
-8.275493164647542699e-01,2.562859604595196572e+01
-1.587553255280994335e+00,2.600141511707425224e+01
8.958125212557135342e-01,2.449057406391566616e+01
-2.286565488037766158e-01,2.520573508215472458e+01
5.594211059901716965e-01,2.520677469702963336e+01
1.253973332038071931e-02,2.536174360706763764e+01
6.374616464336106958e-01,2.503812208108562487e+01
-1.762975558701711520e-01,2.519464890883644159e+01
2.646630707993580245e-01,2.510242391227973258e+01
-2.015677365142387600e-01,2.546854801937406521e+01
-6.641280037256720448e-01,2.571299083317703094e+01
7.703043532767850365e-03,2.535115896796790480e+01
-5.753276602346524271e-01,2.543124450700678807e+01
-1.163918310642799270e+00,2.569367540069713840e+01
3.947492979084046283e-01,2.538394717738781736e+01
1.489044424984271586e-01,2.546818473206219124e+01
-5.174578937792517763e-02,2.550105430737950840e+01
1.538806020873551006e-01,2.510672132818686819e+01
-4.417722946375448601e-01,2.556084903783358442e+01
-1.479432440170356244e-01,2.580872017843995891e+01
-7.085311330248558193e-01,2.606409251802935501e+01
-3.067462935777065525e-01,2.526785799463061011e+01
-6.384643792373623228e-02,2.552368532358210729e+01
-6.374203378968417155e-01,2.553376358420864278e+01
-1.201515529528727200e-01,2.548496321199310444e+01
8.245717004699670838e-02,2.565918706092203649e+01
4.349602640084491156e-01,2.522171782742747581e+01
6.766505718377402445e-02,2.558556278991570920e+01
-7.450503779445227792e-03,2.561367493741578727e+01
-6.543854940788662589e-01,2.568750012206966460e+01
-1.004784217377689970e-01,2.503548817818098371e+01
-4.451960790884399444e-01,2.566419650979506883e+01
2.315089212114536110e-01,2.532161431517060990e+01
-1.878963074318846793e-01,2.542306538852979259e+01
9.879382678497705683e-02,2.533012662678501670e+01
4.334794513144615280e-01,2.558252132493943520e+01
-5.160983551663100855e-01,2.549666175745734265e+01
-4.590342081187159806e-01,2.562614879893856568e+01
-4.235292089409696814e-01,2.584448669936573140e+01
4.028815030004260223e-01,2.517264017658596842e+01
7.821244352138023714e-02,2.534183321623299889e+01
3.735711191206547710e-02,2.556782029883086338e+01
-2.717685630976731659e-01,2.509250640454943948e+01
-4.096896586118177197e-01,2.536686809906608175e+01
1.957386456052425672e-01,2.510377095282849780e+01
-3.349889079871140041e-01,2.537346993860671773e+01
-6.280820164829954422e-01,2.556565346150074447e+01
-9.716767785294067039e-02,2.494255824370243957e+01
-1.168225854282525233e-01,2.508730594248703838e+01
-1.924884169778806609e-02,2.524956347470504880e+01
-5.777799857755994140e-02,2.534177834254467143e+01
-1.514144952585212422e-01,2.528936674686892516e+01
-5.493693028899961917e-01,2.533695788555079531e+01
-1.723487123285849520e-01,2.515375336144211715e+01
-8.280377996561227860e-01,2.545120702071637098e+01
-9.921097041751245627e-01,2.586772519813158766e+01
-3.321214574496025307e-01,2.522689279314423771e+01
-6.903432859866143190e-02,2.546700284485965682e+01
-2.304099498958009917e-01,2.531065293323759491e+01
5.001746004077531893e-01,2.541536962930141641e+01
4.738246490340713990e-02,2.531833530724567183e+01
-2.300470026998944206e-01,2.533714827249746193e+01
-1.425760429934754825e-01,2.544917080770934703e+01
-5.712855572601363008e-01,2.526692132087127263e+01
-9.537129946772751055e-01,2.572198391479600943e+01
-4.681882520257936164e-01,2.537301092176410222e+01
3.014277560858253935e-01,2.531904603505367746e+01
-6.146258702323095235e-01,2.509365997200682230e+01
-1.266052774014312376e-01,2.552718890385704853e+01
-1.591568644401029076e-01,2.507646960783275603e+01
1.088899196701085259e-01,2.507083947096937138e+01
-9.253172819376693781e-01,2.563160403854608305e+01
-2.619018061037081679e-01,2.546796411320757159e+01
-6.508505500964396617e-01,2.565312134554126899e+01
3.158405894744298337e-01,2.536111925113738153e+01
-2.406481951842671663e-01,2.532331003837964190e+01
6.299294735281435464e-02,2.516704946567124068e+01
-1.290660170611204194e-01,2.538530316486188454e+01
4.208492309983213886e-01,2.472584388844795455e+01
-5.520537796106559369e-01,2.556137515864228504e+01
2.751478533372520019e-02,2.542545208452951755e+01
-4.235050155822506213e-01,2.600284516360038367e+01
1.461080079386576358e-01,2.480430668995438737e+01
-7.297982134890048656e-01,2.583365641628807552e+01
5.044428782163379310e-02,2.527253778821933139e+01
5.186624347692969650e-01,2.488083034955035444e+01
1.643673938712808535e-02,2.517541827955536604e+01
-3.746049804642090919e-01,2.578307668843116573e+01
-6.663047785082127916e-01,2.544942720426891825e+01
-4.740278184942283701e-01,2.558044963220938683e+01
-6.857110990757178115e-01,2.542198059434474189e+01
1.327270200574552916e-01,2.505198403766372195e+01
-3.311975285025141602e-01,2.536868121766538309e+01
2.158685394740764707e-01,2.510241167052460298e+01
1.049329037746993265e-01,2.499308859929264770e+01
2.515225652237518261e-01,2.521332458454393688e+01
-2.741793503338385563e-01,2.548817086987598657e+01
3.043352002114154686e-01,2.558482780634964016e+01
2.451437907009044181e-01,2.516504724847015595e+01
-9.508643971251373728e-01,2.642069883603403468e+01
3.290203651310790178e-01,2.551250750828955560e+01
3.101413753212263202e-01,2.514827105837003174e+01
1.595499320015605349e+00,2.445332614320166797e+01
-9.171865525351279302e-01,2.587482440949952434e+01
-6.577571195243372415e-01,2.551508749604392889e+01
4.343289260670601948e-02,2.515398387679476144e+01
-5.962942997537794554e-01,2.564594038698613332e+01
-2.554470439795224479e-01,2.530490169871139727e+01
-8.708617179522235574e-01,2.600984015550361406e+01
8.763652563175128307e-03,2.528603429816268999e+01
-1.901995627712587122e-01,2.569230914158671553e+01
-5.607388630654241979e-03,2.489898791038216785e+01
-3.394789861243019402e-01,2.536839650801971047e+01
1.452514984731010372e-01,2.518768466862967870e+01
-1.952958601697076801e-01,2.570905770740879603e+01
1.223108399336219065e-01,2.501808588869138461e+01
-1.950689687620155155e-02,2.570168871967262447e+01
-5.704885535585759726e-01,2.548139425760616916e+01
-1.136716331391163237e-01,2.518941672740757554e+01
-1.024685976749104555e-01,2.525665242855495052e+01
-6.835143666911847049e-01,2.554991197262731362e+01
-7.647449511566826175e-01,2.539942143241680839e+01
-5.297886560682485424e-01,2.565149364622687855e+01
-3.559407466049719915e-01,2.583722904968008294e+01
-7.002141522950111607e-01,2.580800260738899965e+01
1.996894953426462394e-01,2.520931178896620395e+01
2.554924224384507170e-01,2.552519574286711901e+01
4.862177414068042935e-01,2.497719880157331573e+01
9.502162835293148646e-03,2.520830443922175235e+01
4.611898445145854453e-01,2.530789452000158590e+01
-7.204523912005456054e-01,2.589715956023384535e+01
-4.725009930790271540e-01,2.547952471641440653e+01
2.295614398374610232e-01,2.504995331551883453e+01
2.498500700703729649e-01,2.473124149961329366e+01
7.943742498731864998e-03,2.511294384828998716e+01
1.170899786572476842e-02,2.574147972616658819e+01
-7.756390126055947576e-01,2.564880771895763800e+01
-4.491195879682159386e-01,2.539147737510445069e+01
4.688764103431246610e-01,2.456256393824817863e+01
-8.240905620411353993e-02,2.514091316322208414e+01
-3.988948022521299208e-02,2.574754799044136178e+01
2.407137428542256430e-01,2.493198052753538718e+01
-3.101919222422072409e+00,2.798572224561730692e+01
-2.443888905599784778e+00,2.721547846347873190e+01
-1.667591005610887578e+00,2.728309970152202979e+01
-4.140187756595505419e+00,2.910978928572512814e+01
-2.910488223664749796e+00,2.788485189157670163e+01
-3.279471723555666074e+00,2.861475188422398119e+01
-3.706372053667593036e+00,2.833239617169704161e+01
-1.505125251374270334e+00,2.660181391120642047e+01
-2.528863816173071655e+00,2.858402497378685325e+01
-4.014819437489457243e+00,2.873917799503376358e+01
-3.332905442113332839e+00,2.827485281826685437e+01
-3.367885071023710708e+00,2.852387929531452571e+01
-1.074412961883801643e+00,2.637273810819275610e+01
-2.972146528584737268e+00,2.846642076945129674e+01
-2.281123325884244935e+00,2.794184337691020659e+01
-1.454416519328340485e+00,2.642173079226386534e+01
-3.777947475230011065e+00,2.920008718052353913e+01
-3.200627321123718616e+00,2.795602725323774962e+01
-2.445746974423069986e+00,2.812977949080579165e+01
-2.979751545662402634e+00,2.859551136610340549e+01
-3.346840455495399880e+00,2.841999748522365721e+01
-1.911248422785298828e+00,2.666175762924620329e+01
-2.867501242150165552e+00,2.767949439564915792e+01
-3.371740426894056952e+00,2.888333621063054935e+01
-3.447746267966074640e+00,2.831009154940857542e+01
-4.854205958193542614e+00,2.965183407233263324e+01
-4.696832181788973770e+00,2.963268558829422972e+01
-2.195950264230777549e+00,2.738821215705645429e+01
-2.238457633100821909e+00,2.752585267676110092e+01
-3.029751077592198527e+00,2.779939785410650899e+01
-2.769872725064107755e+00,2.782178081824838145e+01
-2.713716456681432021e+00,2.807015216230370669e+01
-2.567631590051824730e+00,2.802413922669754243e+01
-3.671174680480255859e+00,2.897485684342461454e+01
-3.795530250143819728e+00,2.872022882910978581e+01
-3.625099245223925237e+00,2.858211115943867142e+01
-3.560459141266527183e+00,2.861062948347588986e+01
-1.860654009493067917e+00,2.724800484881445328e+01
-2.583924871020844449e+00,2.797749366827197903e+01
-2.525075790067742076e+00,2.823779345049462464e+01
-2.112319987895560303e+00,2.768077439755058577e+01
-9.838170777763828312e-01,2.630488924627150737e+01
-1.856395212061329403e+00,2.724955938151485313e+01
-3.617444131011833264e+00,2.913473114919957396e+01
-5.027599941163011010e+00,3.037316559564532525e+01
-3.619483915933425777e+00,2.897644457859782108e+01
-2.513615555375618982e+00,2.771491655623894346e+01
-3.687794051309928989e+00,2.911435785385580033e+01
-2.893102442679335695e+00,2.781969928312343399e+01
-9.588323068156903162e-01,2.668566715857298632e+01
-2.849442017374105518e+00,2.799957824993160571e+01
-3.556593364379686761e+00,2.873561581508089802e+01
-3.303655033745002356e+00,2.848457388816586899e+01
-2.431604446454944224e+00,2.770688328731108641e+01
-3.344600257516958663e+00,2.869541333365010516e+01
-4.532197245894742821e+00,2.921919526940269662e+01
-2.153336517178686904e+00,2.690711518156204463e+01
-2.268050398249002342e+00,2.738967245021238028e+01
-2.828875714369161187e+00,2.793283530124234915e+01
-2.629034736553183649e+00,2.814999247936996341e+01
-2.065124847770732686e+00,2.763274514964271233e+01
-3.202241919050411667e+00,2.863054761423902050e+01
-3.783612726116082570e+00,2.956053741646014288e+01
-3.708691790327147686e+00,2.819549529705539825e+01
-2.998385484685023528e+00,2.791612778921896521e+01
-3.385773104402421296e+00,2.859779901952370551e+01
-2.796566146478046022e+00,2.734483929089808285e+01
-3.065355248784964459e+00,2.854208617501669565e+01
-2.571966939093570659e+00,2.766937858123231919e+01
-4.486049118097096056e+00,2.881874061263557607e+01
-2.752790307804758640e+00,2.816988487344856651e+01
-1.559530928666838179e+00,2.669436540191531293e+01
-2.614732021746910107e+00,2.778751899147444959e+01
-2.710629230295737102e+00,2.832956278449298537e+01
-1.801371745494915189e+00,2.660970788577135338e+01
-2.058693846556888474e+00,2.754361316948779859e+01
-1.356390607048457042e+00,2.686010815139819385e+01
-3.375482941342394128e+00,2.842464783748451040e+01
-3.885678154051088740e+00,2.932744217984083690e+01
-2.413537060201850437e+00,2.754846820354415726e+01
-2.399814542713247789e+00,2.759289918238557604e+01
-1.822433495011829052e+00,2.660915332766582253e+01
-1.393024362273152406e+00,2.711946440154524396e+01
-3.215071169215697466e+00,2.902178002228200882e+01
-1.995721152492880179e+00,2.715093988584903784e+01
-3.392181202090267078e+00,2.799355748601659499e+01
-1.896332572519579429e+00,2.746857975667749940e+01
-2.131960693525503103e+00,2.759748998664216657e+01
-3.305584565630176996e+00,2.844272323498041999e+01
-2.988717850707168111e+00,2.811798966066744754e+01
-2.898619996010562971e+00,2.830998103933820431e+01
-2.206218904258445690e+00,2.742321352558199621e+01
-2.305807425368033847e+00,2.719820431435707064e+01
-1.973138622465032910e+00,2.735846705801558088e+01
-4.422547230387365857e+00,2.933131696209899530e+01
-1.875763163994101035e+00,2.730304952671949081e+01
-2.255726613982623974e+00,2.709196498868921665e+01
-3.413373683001250214e+00,2.854142874268567454e+01
-4.480102892388924118e+00,2.976386282067078781e+01
-2.494766570677359852e+00,2.793682301619303843e+01
-2.671229303627836060e+00,2.803580388248405342e+01
-2.340618926910291719e+00,2.774131622901105132e+01
-1.388304981161656571e+00,2.653442033166312797e+01
-4.111359284817474702e+00,2.999253580141768794e+01
-2.216082580374354905e+00,2.772823086940306681e+01
-2.613342632484922490e+00,2.778454072702201216e+01
-3.367582067397108858e+00,2.832295630830209632e+01
-2.944602134072567878e+00,2.777209934266239344e+01
-4.538063848410480716e-01,2.551142689290609411e+01
-2.678944985395467882e+00,2.832951579067863435e+01
-6.715008015524617235e-01,2.604280731980740171e+01
-9.597470085551265129e-01,2.645347309845985251e+01
-1.654220564926603743e+00,2.715063724521531441e+01
-2.163856719882609525e+00,2.759245218039312419e+01
-2.935431241626737631e+00,2.742428332633071264e+01
-2.915689406235191683e+00,2.836466006254597261e+01
-3.378213939234903762e+00,2.867893532175234128e+01
-1.846178657919438137e+00,2.784262884790965487e+01
-2.733488417451077623e+00,2.846954513783467888e+01
-2.075552727795681562e+00,2.747511704545396327e+01
-2.351907232579545592e+00,2.739729262501012030e+01
-2.902214697916154051e+00,2.842099566734094651e+01
-4.210898625690095542e+00,2.954759578279276866e+01
-1.532911433615982588e+00,2.673447267339746958e+01
-1.586766095026558077e+00,2.700157547908249001e+01
-2.989921871223678806e+00,2.818159837022094294e+01
-2.792849620896937779e+00,2.813899443859137151e+01
-3.989473025514559623e+00,2.887412175637525635e+01
-2.130650980878485257e+00,2.718768688018086976e+01
-2.022088825628532760e+00,2.732448979565910463e+01
-1.129970030787831092e+00,2.640093879402529353e+01
-4.996559860810588560e+00,2.961095756946846436e+01
-3.566494019052086628e+00,2.849773412195186850e+01
-1.210905869297377535e+00,2.617776988691165840e+01
-1.382988131209636151e+00,2.696364102302863941e+01
-2.081085129750977814e+00,2.706638087623879940e+01
-3.011003640814166715e+00,2.805095441525503475e+01
-1.431034701893480587e+00,2.667181758777678624e+01
-2.003448373406016003e+00,2.762190236173238844e+01
-9.526489259205703775e-01,2.675585345267971604e+01
-3.647657869228467575e+00,2.895343817237076678e+01
-3.754374016773368794e+00,2.862012655722521615e+01
-3.422677226175132148e+00,2.896070813613672357e+01
-1.914414500212572534e+00,2.755322219610274459e+01
-4.130114215776313102e+00,2.899100106133152721e+01
-2.157884197053380859e+00,2.771973331077455782e+01
-4.483487510578161306e+00,2.988450671868761432e+01
-1.674938926497148373e+00,2.702465768098936394e+01
-2.672816892198763838e+00,2.767066303288890694e+01
-2.371070538355958490e+00,2.792330000713663907e+01
-2.121304967585984969e+00,2.753644526045656349e+01
-2.548376064943621344e+00,2.827803114074789548e+01
-2.624034910350289351e+00,2.741059761860523025e+01
-1.412798370048996333e+00,2.688994292420966303e+01
-2.284820941939791794e+00,2.731713625701296522e+01
-2.152386900619660537e+00,2.808345342497516839e+01
-4.193989218021282994e+00,2.920271601106741599e+01
-9.789800736739167064e-01,2.632028654964565817e+01
-3.258772795383315213e+00,2.817475430056560626e+01
7.275793813697362111e-02,2.560310817095323443e+01
-1.278643338650365280e+00,2.649841168627994037e+01
-3.202148432376798581e+00,2.866464618741571968e+01
-4.034088732064837757e+00,2.953333861636944135e+01
-2.825160858586954760e+00,2.795428077360552521e+01
-3.823460947511350128e+00,2.863432194820181564e+01
-2.499612679926517700e+00,2.824692529129659491e+01
-1.162564170512702333e+00,2.624517677441738073e+01
-3.199920662119541959e+00,2.808121076230476376e+01
